Scraping time;Link;Price;Availability;Rozšířená záruka;Úhlopříčka;Typ rozlišení;Rozlišení;Typ panelu;Obnovovací frekvence;Odezva;Maximální jas;Barevná hloubka;Kontrast;Konstrukce;Typ připojení;Další připojení;Kabely v balení;Hlavní funkce;Další funkce;Barva;Šířka;Výška;Hloubka;Hmotnost;Spotřeba v SDR režimu;Energetická třída v SDR režimu;Typická spotřeba;Stand-by spotřeba (pohotovostní);Země;Povrch displeje;Poměr stran;HDMI;DisplayPort;USB-C;USB;Barevné pokrytí (sRGB);Maximální výkon Power Delivery;VESA uchycení;Synchronizace obrazu;Spotřeba v HDR režimu;Energetická třída v HDR režimu;Maximální spotřeba;Barevné pokrytí (Adobe RGB);VGA;Třída energetické účinnosti;Aplikace;Thunderbolt / USB 4;Provozní čas;Provozní teplota (min.);Provozní teplota (max.);Relativní vlhkost (min.);Relativní vlhkost (max.);mini DisplayPort;DVI;Maximální rozlišení;Obnovovací frekvence panelu;Technologie;Další vlastnosti obrazu;Podporované HDR standardy;Operační systém;Typ;Modelový rok;SMART funkce;Kompatibilita s hlasovým asistentem;Multimediální funkce;Herní funkce;Bezdrátové připojení;Vstupy a výstupy;Typ tuneru;Výška bez podstavce;Šířka podstavce / rozteč nožiček;Ovladač v balení;Hloubka bez podstavce;Úhlopříčka displeje;Platforma;Konektivita;Obnovovací frekvence displeje;Typ grafické karty;Konvertibilita;Optická mechanika;Výška maximální;Podsvícení
2023-11-17 16:30:18;https://www.alza.cz/24-dell-c2422he-d6383053.htm#parametry;8 489;Skladem > 5 ks;;"24"" (60,96 cm)";Full HD;1920 × 1080 px;IPS;60 Hz;8 ms;250 cd/m2;;1000:1;Rovná;DisplayPort 1.2, HDMI 1.4, USB-C;RJ-45 (LAN), Sluchátkový výstup;;Reproduktory, Nastavitelná výška, Pivot, Filtr modrého světla;Webkamera;Černá, Stříbrná;53,86 cm;54,41 cm;18,5 cm;4,33 kg;14 kWh/1000h;D;18 W;0,5 W;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;16:9;1 ×;1 ×;2 ×;3 ×;;90 W;100×100;;;;195 W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:30:19;https://www.alza.cz/15-6-asus-zenscreen-mb166c-portable-usb-d7053656.htm#parametry;3 590;Skladem > 5 ks;Prodloužená záruka;"15,6"" (39,62 cm)";Full HD;1920 × 1080 px;IPS;60 Hz;5 ms;250 cd/m2;;100000000:1;Rovná;USB-C;;USB;Flicker-free, Filtr modrého světla;;Černá;36,01 cm;22,56 cm;1,18 cm;0,78 kg;6 kWh/1000h;B;8 W;0,5 W;;Matný;16:9;;;1 ×;;;8 W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:30:21;https://www.alza.cz/23-8-acer-nitro-xv240ypb-d5849777.htm#parametry;3 790;Skladem > 5 ks;;"23,8"" (60,45 cm)";Full HD;1920 × 1080 px;IPS;165 Hz;2 ms;250 cd/m2;8 bit;100000000:1;Rovná;DisplayPort 1.2, HDMI 2.0;Sluchátkový výstup;HDMI, DisplayPort;Nastavitelná výška, HDR, Pivot, Flicker-free, Filtr modrého světla;;Černá;54 cm;37,9 cm;23,4 cm;4,93 kg;22 kWh/1000h;F;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;16:9;2 ×;1 ×;;;;;100×100;FreeSync;38 kWh/1000h;G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:30:22;https://www.alza.cz/22-5-benq-bl2381t-d5610568.htm#parametry;4 590;Skladem > 5 ks;Prodloužená záruka;"23"" (58,42 cm)";Full HD;1920 × 1200 px;IPS;60 Hz;5 ms;250 cd/m2;8 bit;1000:1;Rovná;DisplayPort, DVI, HDMI 1.4, VGA;Sluchátkový výstup, USB 3.2 Gen 1 (USB 3.0);HDMI, USB;Reproduktory, Nastavitelná výška, Pivot, Flicker-free, Filtr modrého světla;Automatická regulace jasu;Černá;50,2 cm;52,8 cm;23 cm;5,9 kg;15 kWh/1000h;E;52 W;0,5 W;;Matný;16:10;;;;;;;100×100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:30:23;https://www.alza.cz/22-dell-se2222h-style-energy-d6778327.htm#parametry;2 429;Skladem > 5 ks;;"22"" (55,88 cm)";Full HD;1920 × 1080 px;VA;60 Hz;8 ms;250 cd/m2;;3000:1;Rovná;HDMI 1.4, VGA;;HDMI;Flicker-free, Filtr modrého světla;;Černá;38,41 cm;50,43 cm;17,88 cm;3 kg;14 kWh/1000h;E;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;1 ×;;;;;;100×100;;;;;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:30:25;https://www.alza.cz/asus-proart-pa329c-d5684092.htm#parametry;27 990;Skladem > 5 ks u dodavatele;Prodloužená záruka;"32"" (81,28 cm)";4K;3840 × 2160 px;IPS;60 Hz;5 ms;400 cd/m2;10 bit;1000:1;Rovná;DisplayPort, HDMI 2.0, USB-C;USB 3.2 Gen 1 (USB 3.0);HDMI, DisplayPort, USB;Reproduktory, Nastavitelná výška, HDR, Flicker-free, Filtr modrého světla;Obraz v obraze (PiP), Power Delivery;Černá;73,5 cm;61,5 cm;24 cm;12,32 kg;42 kWh/1000h;G;57 W;0,5 W;;Matný;16:9;;;;;100 %;;100×100;;69 kWh/1000h;G;;100 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:30:26;https://www.alza.cz/32-nec-multisync-e328-d6740816.htm#parametry;9 199;Skladem > 5 ks;Prodloužená záruka;"32"" (81,28 cm)";Full HD;1920 × 1080 px;IPS;60 Hz;80 ms;350 cd/m2;8 bit;1200:1;Rovná;HDMI 1.4, HDMI 2.1, VGA;RJ-45 (LAN), USB 2.0, Sluchátkový výstup;HDMI;Reproduktory, HDR, Flicker-free, Filtr modrého světla;Automatická regulace jasu, Power Delivery, Senzor přítomnosti;Černá;72,66 cm;42,23 cm;6,71 cm;5,3 kg;27 kWh/1000h;F;;;;Lesklý;16:9;3 ×;;1 ×;2 ×;;;100×100;;27 kWh/1000h;E;;;1 ×;;;;16 h/den;0 °C;40 °C;10 %;80 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:30:28;https://www.alza.cz/17-3-asus-zenscreen-mb17ahg-d7812397.htm#parametry;9 869;Skladem 4 ks;Prodloužená záruka;"17,3"" (43,94 cm)";Full HD;1920 × 1080 px;IPS;144 Hz;5 ms;300 cd/m2;8 bit;;Rovná;HDMI 1.4, USB-C;Sluchátkový výstup;HDMI, USB;Flicker-free, Filtr modrého světla;;Černá, Šedá;38,99 cm;24,91 cm;2,06 cm;1,29 kg;;;18 W;0,5 W;;Matný;16:9;1 ×;;2 ×;;100 %;;;FreeSync;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:30:29;https://www.alza.cz/65-nec-multisync-e658-d6740820.htm#parametry;25 090;Skladem > 5 ks;Prodloužená záruka;"65"" (165,1 cm)";4K;3840 × 2160 px;IPS;60 Hz;80 ms;350 cd/m2;10 bit;1200:1;Rovná;HDMI 1.4, HDMI 2.1, VGA;RJ-45 (LAN), USB 2.0, Sluchátkový výstup;HDMI;Reproduktory, HDR, Flicker-free, Filtr modrého světla;Automatická regulace jasu, Power Delivery, Senzor přítomnosti;Černá;145,75 cm;83,39 cm;7,3 cm;23,8 kg;96 kWh/1000h;G;;;;Lesklý;16:9;3 ×;;1 ×;1 ×;;;600×400;;127 kWh/1000h;F;;;1 ×;;;;16 h/den;0 °C;40 °C;10 %;80 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:30:30;https://www.alza.cz/24-benq-gw2475h-d5889576.htm#parametry;3 189;Skladem > 5 ks;Bez rozšířené záruky;"24"" (60,96 cm)";Full HD;1920 × 1080 px;IPS;60 Hz;5 ms;250 cd/m2;;1000:1;Rovná;HDMI 2.0;;VGA;;;Černá;54 cm;41,8 cm;18,9 cm;3,4 kg;21 kWh/1000h;F;25 W;0,5 W;;Matný;16:9;2 ×;;;;;;100×100;;;;;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:30:31;https://www.alza.cz/24-eizo-flexscan-ev2451-bk-d4725652.htm#parametry;8 289;Skladem poslední kus;Prodloužená záruka;"24"" (60,96 cm)";Full HD;1920 × 1080 px;IPS;60 Hz;5 ms;250 cd/m2;8 bit;1000:1;Rovná;DisplayPort, DisplayPort 1.3, DVI, HDMI 1.4, VGA;Sluchátkový výstup, USB 3.2 Gen 1 (USB 3.0);DisplayPort, USB;Reproduktory, Nastavitelná výška, Pivot, Flicker-free, Filtr modrého světla;Automatická regulace jasu;Černá;53,8 cm;49,5 cm;19 cm;5,5 kg;13 kWh/1000h;D;13 W;0,3 W;;Matný;16:9;1 ×;1 ×;;2 ×;;;100×100;;;;42 W;;;;;;;;;;;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:30:33;https://www.alza.cz/27-asrock-pg27q15r2a-d7752022.htm#parametry;6 889;Skladem > 5 ks;;"27"" (68,58 cm)";Quad HD;2560 × 1440 px;VA;165 Hz;1 ms;550 cd/m2;;3000:1;Prohnutá;DisplayPort 1.4, HDMI 2.0;Sluchátkový výstup;HDMI, DisplayPort;Reproduktory, Nastavitelná výška, HDR, Flicker-free, Filtr modrého světla;;Černá;61,03 cm;56,81 cm;25,74 cm;6,9 kg;26 kWh/1000h;F;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;16:9;2 ×;1 ×;;;110 %;;100×100;FreeSync;59 kWh/1000h;G;;;;;YouTube, NETFLIX, HBO Max, Voyo, Facebook;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:30:34;https://www.alza.cz/43-samsung-odyssey-g70nc-neo-d7655203.htm#parametry;21 990;Skladem > 5 ks;Bez rozšířené záruky;"43"" (109,22 cm)";4K;3840 × 2160 px;VA;144 Hz;1 ms;400 cd/m2;;4250:1;Rovná;DisplayPort 1.4, HDMI 2.1;RJ-45 (LAN), Sluchátkový výstup, WiFi, USB 3.2 Gen 1 (USB 3.0);DisplayPort;Reproduktory, HDR, Flicker-free, Filtr modrého světla;Automatická regulace jasu, SMART;Bílá, Černá;96,1 cm;63,5 cm;25,4 cm;11,7 kg;54 kWh/1000h;G;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;16:9;2 ×;1 ×;;2 ×;;;200×200;FreeSync;105 kWh/1000h;G;;;;;O2 TV, YouTube, NETFLIX, Voyo, Disney+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:30:35;https://www.alza.cz/55-samsung-odyssey-ark-d7400244.htm#parametry;59 990;Skladem 5 ks;;"55"" (139,7 cm)";4K;3840 × 2160 px;Mini LED;165 Hz;1 ms;1 000 cd/m2;;;Prohnutá;HDMI 2.1;RJ-45 (LAN), USB 2.0, Sluchátkový výstup;;Pivot, Flicker-free;SMART;Černá;117,6 cm;110,23 cm;38,1 cm;42 kg;84 kWh/1000h;G;;;;;16:9;;;;2 ×;;;200×200;FreeSync;205 kWh/1000h;G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:30:36;https://www.alza.cz/43-samsung-smart-monitor-m7-d7056365.htm#parametry;14 990;Skladem > 5 ks;Bez rozšířené záruky;"43"" (109,22 cm)";4K;3840 × 2160 px;VA;60 Hz;4 ms;300 cd/m2;;5000:1;Rovná;HDMI 2.0, USB-C;USB 2.0;HDMI;Reproduktory, HDR, Flicker-free, Filtr modrého světla;SMART;Černá;96,6 cm;63 cm;24,8 cm;10,6 kg;65 kWh/1000h;G;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;16:9;2 ×;;1 ×;3 ×;;;200×200;;125 kWh/1000h;G;;;;;Disney+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:30:37;https://www.alza.cz/23-8-lenovo-l24e-30-d6487280.htm#parametry;2 390;Skladem;Prodloužená záruka;"23,8"" (60,45 cm)";Full HD;1920 × 1080 px;VA;75 Hz;4 ms;250 cd/m2;;3000:1;Rovná;HDMI 1.4, VGA;;;Filtr modrého světla;;Černá;54,04 cm;43,49 cm;16,5 cm;3,82 kg;16 kWh/1000h;E;17,5 W;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;1 ×;;;;;;100×100;;;;23,5 W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:30:39;https://www.alza.cz/34-philips-34b1u5600ch-d7614134.htm#parametry;15 990;Skladem > 5 ks;;"34"" (86,36 cm)";Ultra Wide QHD;3440 × 1440 px;VA;120 Hz;4 ms;350 cd/m2;8 bit;3000:1;Prohnutá;DisplayPort 1.4, HDMI 2.0, USB-C;RJ-45 (LAN), Sluchátkový výstup, USB 3.2 Gen 2 (USB 3.1);HDMI, DisplayPort, USB-C;Reproduktory, Nastavitelná výška, Pivot, Flicker-free, Filtr modrého světla;Webkamera, Power Delivery;Černá;80,7 cm;60,1 cm;25 cm;11,71 kg;35 kWh/1000h;G;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;21:9;1 ×;1 ×;1 ×;4 ×;120 %;;100×100;;;;;100 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:30:40;https://www.alza.cz/27-samsung-s70a-d6540745.htm#parametry;7 990;Skladem > 5 ks;;"27"" (68,58 cm)";4K;3840 × 2160 px;IPS;60 Hz;5 ms;300 cd/m2;;1000:1;Rovná;DisplayPort 1.2, HDMI 2.0;Sluchátkový výstup;HDMI;HDR, Flicker-free, Filtr modrého světla;;Černá;61,6 cm;45,6 cm;19,4 cm;5,5 kg;28 kWh/1000h;G;28 W;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;16:9;1 ×;1 ×;;1 ×;;;100×100;FreeSync;35 kWh/1000h;G;28 W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:30:43;https://www.alza.cz/34-lg-ultragear-34wp88cp-d7679859.htm#parametry;15 290;Skladem > 5 ks;;"34"" (86,36 cm)";Ultra Wide QHD;3440 × 1440 px;IPS;60 Hz;5 ms;300 cd/m2;8 bit;1000:1;Prohnutá;DisplayPort 1.4, HDMI 2.0, USB-C;Sluchátkový výstup;;HDR, Flicker-free;Power Delivery;Černá;81,6 cm;48,3 cm;22,3 cm;5,92 kg;32 kWh/1000h;G;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;21:9;1 ×;1 ×;;;;96 W;100×100;FreeSync;41 kWh/1000h;G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:30:44;https://www.alza.cz/24-aoc-24b1h-d5650474.htm#parametry;2 390;Skladem > 5 ks;;"24"" (60,96 cm)";Full HD;1920 × 1080 px;VA;60 Hz;5 ms;250 cd/m2;8 bit;3000:1;Rovná;HDMI 1.4, VGA;Sluchátkový výstup;HDMI;Flicker-free, Filtr modrého světla;;Černá;54 cm;41,7 cm;18,7 cm;2,3 kg;18 kWh/1000h;E;22 W;0,5 W;;Matný;16:9;1 ×;;;;;;;;;;22 W;;1 ×;E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:30:45;https://www.alza.cz/24-iiyama-prolite-xub2493hs-b5-d7637043.htm#parametry;3 439;Skladem > 5 ks;;"24"" (60,96 cm)";Full HD;1920 × 1080 px;IPS;75 Hz;4 ms;250 cd/m2;;1000:1;Rovná;DisplayPort 1.4, HDMI 2.0;Sluchátkový výstup;HDMI;Reproduktory, Nastavitelná výška, Pivot, Flicker-free, Filtr modrého světla;;Černá;53,95 cm;34,3 cm;20,95 cm;5,7 kg;15 kWh/1000h;D;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;16:9;1 ×;1 ×;;;;;100×100;FreeSync;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:30:47;https://www.alza.cz/27-msi-pro-mp271caw-d7655690.htm#parametry;3 990;Skladem > 5 ks;Bez rozšířené záruky;"27"" (68,58 cm)";Full HD;1920 × 1080 px;VA;75 Hz;1 ms;250 cd/m2;8 bit;4000:1;Prohnutá;DisplayPort, HDMI 1.4;Sluchátkový výstup;;Reproduktory, Flicker-free, Filtr modrého světla;;Bílá;61,03 cm;45,48 cm;23,7 cm;5,4 kg;;;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;1 ×;1 ×;;;94,1 %;;100×100;FreeSync;;;;82,6 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:30:48;https://www.alza.cz/27-eizo-color-edge-cs2740-d5881411.htm#parametry;40 190;Skladem 3 ks;Prodloužená záruka;"27"" (68,58 cm)";4K;3840 × 2160 px;IPS;60 Hz;10 ms;350 cd/m2;10 bit;1000:1;Rovná;DisplayPort 1.3, DVI, HDMI 1.4, USB-C;USB 2.0, USB 3.2 Gen 1 (USB 3.0);DisplayPort, USB-C, USB;Nastavitelná výška, HDR, Pivot, Flicker-free;;Černá;63,8 cm;55,6 cm;26,5 cm;10,3 kg;38 kWh/1000h;G;36 W;1 W;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;1 ×;1 ×;1 ×;4 ×;100 %;;100×100;;;;168 W;99 %;;;;;;;;;;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:30:49;https://www.alza.cz/16-viewsonic-vp16-oled-colorpro-d7686909.htm#parametry;12 690;Skladem > 5 ks;Prodloužená záruka;"15,6"" (39,62 cm)";Full HD;1920 × 1080 px;OLED;60 Hz;1 ms;400 cd/m2;10 bit;1000:1;Přenosná;HDMI 1.4, USB-C;Sluchátkový výstup;HDMI, USB-C, USB;Reproduktory, Flicker-free, Filtr modrého světla;Power Delivery;Černá;35,9 cm;31,45 cm;1,24 cm;0,98 kg;6 kWh/1000h;B;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Lesklý;16:9;1 ×;;2 ×;1 ×;100 %;;;;;;;96 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:30:50;https://www.alza.cz/24-philips-241e1sc-d6789384.htm#parametry;2 889;Skladem > 5 ks;Prodloužená záruka;"23,6"" (59,94 cm)";Full HD;1920 × 1080 px;VA;75 Hz;4 ms;250 cd/m2;8 bit;1000:1;Prohnutá;HDMI 1.4, VGA;;HDMI;Flicker-free, Filtr modrého světla;;Černá;53,6 cm;41,3 cm;20,2 cm;3,14 kg;20 kWh/1000h;F;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;1 ×;;;;103 %;;100×100;FreeSync;;;;87 %;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:30:51;https://www.alza.cz/24-samsung-f24t450-d7936577.htm#parametry;3 590;Skladem > 5 ks;;"24"" (60,96 cm)";Full HD;1920 × 1080 px;IPS;75 Hz;5 ms;250 cd/m2;;1000:1;Rovná;HDMI 1.4;Sluchátkový výstup;HDMI;Nastavitelná výška, Flicker-free;;Černá;53,92 cm;37,09 cm;22,4 cm;4 kg;15 kWh/1000h;E;;;;Matný;16:9;2 ×;1 ×;;2 ×;;;100×100;FreeSync;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:30:52;https://www.alza.cz/24-samsung-s366c-d7683147.htm#parametry;2 990;Skladem > 5 ks;Bez rozšířené záruky;"24"" (60,96 cm)";Full HD;1920 × 1080 px;VA;75 Hz;4 ms;250 cd/m2;;3000:1;Prohnutá;HDMI 1.4, VGA;Sluchátkový výstup;HDMI;Flicker-free, Filtr modrého světla;;Černá;53,8 cm;41,6 cm;21,4 cm;3,1 kg;17 kWh/1000h;E;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;16:9;1 ×;;;;;;75×75;FreeSync;;;;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:30:54;https://www.alza.cz/27-viewsonic-vp2768a-4k-colorpro-d7360729.htm#parametry;15 590;Skladem > 5 ks;Prodloužená záruka;"27"" (68,58 cm)";4K;3840 × 2160 px;IPS;60 Hz;5 ms;350 cd/m2;10 bit;1300:1;Rovná;DisplayPort 1.2, HDMI 2.0, USB-C;RJ-45 (LAN), Sluchátkový výstup;HDMI, USB-C, USB;Nastavitelná výška, HDR, Pivot, Flicker-free, Filtr modrého světla;Power Delivery;Černá;61,3 cm;54,3 cm;21,5 cm;6,7 kg;30,6 kWh/1000h;G;39,1 W;0,5 W;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;2 ×;1 ×;1 ×;3 ×;100 %;;100×100;;33,9 kWh/1000h;G;44,9 W;;;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:30:55;https://www.alza.cz/27-samsung-s27r350-d6175971.htm#parametry;3 990;Skladem poslední kus;;"27"" (68,58 cm)";Full HD;1920 × 1080 px;IPS;75 Hz;5 ms;250 cd/m2;;1000:1;Rovná;HDMI 2.0, VGA;;HDMI;Flicker-free, Filtr modrého světla;;Černá, Stříbrná;61,2 cm;46,3 cm;25,1 cm;4,5 kg;24 kWh/1000h;F;22 W;0,3 W;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;16:9;1 ×;;;;;;75×75;FreeSync;;;25 W;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:30:56;https://www.alza.cz/27-aoc-q27v4ea-d6424423.htm#parametry;4 490;Skladem > 5 ks;Prodloužená záruka;"27"" (68,58 cm)";Quad HD;2560 × 1440 px;IPS;75 Hz;4 ms;250 cd/m2;8 bit;1000:1;Rovná;DisplayPort 1.2, HDMI 1.4;Sluchátkový výstup;;Reproduktory, Flicker-free, Filtr modrého světla;;Černá;61,37 cm;46,2 cm;18,72 cm;4,65 kg;26 kWh/1000h;F;30 W;0,5 W;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;1 ×;1 ×;;;104 %;;100×100;G-Sync kompatibilní;;;30 W;77 %;;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:30:58;https://www.alza.cz/27-philips-27m1n3200zs-00-d7859656.htm#parametry;4 289;Skladem > 5 ks;Prodloužená záruka;"27"" (68,58 cm)";Full HD;1920 × 1080 px;IPS;165 Hz;1 ms;250 cd/m2;8 bit;1100:1;Rovná;DisplayPort 1.2, HDMI 2.0;Sluchátkový výstup;HDMI, DisplayPort;Flicker-free, Filtr modrého světla;;Černá;61,2 cm;44,9 cm;19,3 cm;5,15 kg;28,2 kWh/1000h;E;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;2 ×;1 ×;;;122 %;;100×100;G-Sync kompatibilní;;;;90 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:30:59;https://www.alza.cz/27-hp-m27fd-d7001507.htm#parametry;5 529;Skladem > 5 ks;;"27"" (68,58 cm)";Full HD;1920 × 1080 px;IPS;75 Hz;;;;1000:1;Rovná;HDMI 1.4, USB-C, VGA;;HDMI, USB-C;Flicker-free, Filtr modrého světla;Power Delivery;Černá, Stříbrná;60,79 cm;43,73 cm;18,82 cm;3,2 kg;22 kWh/1000h;F;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;2 ×;;1 ×;;99 %;65 W;;FreeSync;;;;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:31:01;https://www.alza.cz/34-msi-pro-mp341cq-d7685411.htm#parametry;8 990;Skladem > 5 ks;Bez rozšířené záruky;"34"" (86,36 cm)";Ultra Wide QHD;3440 × 1440 px;VA;100 Hz;4 ms;300 cd/m2;10 bit;3000:1;Prohnutá;DisplayPort 1.2, HDMI 2.0;Sluchátkový výstup;;Reproduktory, Flicker-free, Filtr modrého světla;;Černá;80,93 cm;46,95 cm;23,7 cm;7,7 kg;33 kWh/1000h;G;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;21:9;2 ×;1 ×;;;98,55 %;;100×100;FreeSync;;G;;89,57 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:31:02;https://www.alza.cz/25-philips-252b9-00-d6219683.htm#parametry;5 490;Skladem > 5 ks;Prodloužená záruka;"25"" (63,5 cm)";Full HD;1920 × 1200 px;IPS;60 Hz;5 ms;300 cd/m2;8 bit;1000:1;Rovná;DisplayPort 1.2, DVI, HDMI 1.4, VGA;Sluchátkový výstup, USB 3.2 Gen 2 (USB 3.1);DVI, HDMI, DisplayPort;Reproduktory, Nastavitelná výška, Pivot, Flicker-free, Filtr modrého světla;;Černá;54,6 cm;54,1 cm;20,6 cm;5,09 kg;18 kWh/1000h;E;14,7 W;0,5 W;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:10;1 ×;1 ×;1 ×;3 ×;107,5 %;;100×100;;;;14,7 W;;1 ×;;;;;;;;;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;
